"PERIOD","UNI","FIELD","LEVEL","SEX","VALUE"
"2010/11","7","5","5","1","271"
"2010/11","7","5","5","2","67"
"2010/11","7","12","1","1","2"
"2010/11","7","12","1","2","4"
"2010/11","7","12","2","1","107"
"2010/11","7","12","2","2","378"
"2010/11","7","12","3","1","4"
"2010/11","7","12","3","2","18"
"2010/11","7","12","5","1","20"
"2010/11","7","12","5","2","40"
"2010/11","7","14","2","1","13"
"2010/11","7","14","2","2","157"
"2010/11","7","14","3","2","6"
"2010/11","7","14","5","1","2"
"2010/11","7","14","5","2","25"
"2010/11","10","1","2","1","345"
"2010/11","10","1","2","2","113"
"2010/11","10","1","3","1","58"
"2010/11","10","1","3","2","19"
"2010/11","10","2","1","1","25"
"2010/11","10","2","1","2","2"
"2010/11","10","2","2","1","1482"
"2010/11","10","2","2","2","104"
"2010/11","10","2","3","1","74"
"2010/11","10","2","3","2","2"
"2010/11","10","2","5","1","141"
"2010/11","10","2","5","2","13"
"2010/11","10","3","2","1","569"
"2010/11","10","3","2","2","470"
"2010/11","10","3","3","1","44"
"2010/11","10","3","3","2","33"
"2010/11","10","5","2","1","2745"
"2010/11","10","5","2","2","2084"
"2010/11","10","5","3","1","105"
"2010/11","10","5","3","2","61"
"2010/11","10","5","5","1","655"
"2010/11","10","5","5","2","297"
"2010/11","10","6","2","1","282"
"2010/11","10","6","2","2","278"
"2010/11","10","6","3","1","38"
"2010/11","10","6","3","2","26"
"2010/11","10","6","5","1","25"
"2010/11","10","6","5","2","60"
"2010/11","10","8","1","1","2"
"2010/11","10","8","2","1","230"
"2010/11","10","8","2","2","338"
"2010/11","10","8","3","1","325"
"2010/11","10","8","3","2","454"
"2010/11","10","8","5","1","44"
"2010/11","10","8","5","2","171"
"2010/11","10","11","2","1","62"
"2010/11","10","11","2","2","317"
"2010/11","10","11","3","1","11"
"2010/11","10","11","3","2","48"
"2010/11","10","11","5","1","35"
"2010/11","10","11","5","2","36"
"2010/11","10","12","2","1","153"
"2010/11","10","12","2","2","446"
"2010/11","10","12","3","1","5"
"2010/11","10","12","3","2","26"
"2010/11","10","12","5","1","11"
"2010/11","10","12","5","2","18"
"2010/11","10","13","2","1","42"
"2010/11","10","13","2","2","177"
"2010/11","10","13","3","1","13"
"2010/11","10","13","3","2","73"
"2010/11","10","13","5","1","143"
"2010/11","10","13","5","2","267"
"2010/11","10","14","2","1","114"
"2010/11","10","14","2","2","1052"
"2010/11","10","14","3","1","6"
"2010/11","10","14","3","2","27"
"2010/11","10","15","1","1","68"
"2010/11","10","15","1","2","82"
"2010/11","10","15","2","1","275"
"2010/11","10","15","2","2","1251"
"2010/11","10","15","3","1","61"
"2010/11","10","15","3","2","146"
"2010/11","10","15","5","1","28"
"2010/11","10","15","5","2","20"
"2010/11","14","5","1","1","3"
"2010/11","14","5","1","2","4"
"2010/11","14","5","2","1","326"
"2010/11","14","5","2","2","132"
"2010/11","14","5","5","1","912"
"2010/11","14","5","5","2","228"
"2010/11","14","8","2","1","2"
"2010/11","14","8","2","2","1"
"2010/11","14","14","2","1","2"
"2010/11","14","14","2","2","12"
"2010/11","14","14","3","2","4"
"2010/11","14","14","5","1","3"
"2010/11","14","14","5","2","35"
"2010/11","15","5","2","1","43"
"2010/11","15","5","2","2","69"
"2010/11","15","5","5","1","5"
"2010/11","17","15","1","1","761"
"2010/11","17","15","1","2","818"
"2010/11","17","15","2","1","948"
"2010/11","17","15","2","2","4809"
"2010/11","17","15","3","1","568"
"2010/11","17","15","3","2","1767"
"2010/11","17","15","5","1","19"
"2010/11","17","15","5","2","20"
"2011/12","1","1","2","1","424"
"2011/12","1","1","2","2","97"
"2011/12","1","1","3","1","38"
"2011/12","1","1","3","2","18"
"2011/12","1","1","5","1","37"
"2011/12","1","1","5","2","28"
"2011/12","1","2","2","1","947"
"2011/12","1","2","2","2","71"
"2011/12","1","2","3","1","56"
"2011/12","1","2","3","2","7"
"2011/12","1","2","5","1","180"
"2011/12","1","2","5","2","8"
"2011/12","1","3","2","1","58"
"2011/12","1","3","2","2","61"
"2011/12","1","3","3","1","18"
"2011/12","1","3","3","2","24"
"2011/12","1","4","2","1","225"
"2011/12","1","4","2","2","138"
"2011/12","1","5","2","1","631"
"2011/12","1","5","2","2","359"
"2011/12","1","5","3","1","57"
"2011/12","1","5","3","2","20"
"2011/12","1","5","5","1","105"
"2011/12","1","5","5","2","46"
"2011/12","1","6","2","1","31"
"2011/12","1","6","2","2","108"
"2011/12","1","6","3","1","28"
"2011/12","1","6","3","2","75"
"2011/12","1","7","2","1","77"
"2011/12","1","7","2","2","25"
"2011/12","1","7","3","1","13"
"2011/12","1","7","3","2","6"
"2011/12","1","8","2","1","170"
"2011/12","1","8","2","2","203"
"2011/12","1","8","3","1","167"
"2011/12","1","8","3","2","210"
"2011/12","1","8","5","1","11"
"2011/12","1","8","5","2","9"
"2011/12","1","12","2","1","73"
"2011/12","1","12","2","2","357"
"2011/12","1","12","3","1","14"
"2011/12","1","12","3","2","37"
"2011/12","1","12","5","1","16"
"2011/12","1","12","5","2","66"
"2011/12","1","14","2","1","113"
"2011/12","1","14","2","2","967"
"2011/12","1","14","3","1","6"
"2011/12","1","14","3","2","48"
"2011/12","3","1","2","1","619"
"2011/12","3","1","2","2","239"
"2011/12","3","1","3","1","78"
"2011/12","3","1","3","2","32"
"2011/12","3","1","5","1","17"
"2011/12","3","1","5","2","3"
"2011/12","3","2","2","1","2024"
"2011/12","3","2","2","2","168"
"2011/12","3","2","3","1","203"
"2011/12","3","2","3","2","12"
"2011/12","3","2","5","1","54"
"2011/12","3","2","5","2","14"
"2011/12","3","3","2","1","253"
"2011/12","3","3","2","2","174"
"2011/12","3","3","3","1","12"
"2011/12","3","3","3","2","5"
"2011/12","3","4","2","1","43"
"2011/12","3","4","2","2","25"
"2011/12","3","5","2","1","2434"
"2011/12","3","5","2","2","2263"
"2011/12","3","5","3","1","79"
"2011/12","3","5","3","2","42"
"2011/12","3","5","5","1","165"
"2011/12","3","5","5","2","68"
"2011/12","3","6","2","1","281"
"2011/12","3","6","2","2","389"
"2011/12","3","6","3","1","61"
"2011/12","3","6","3","2","82"
"2011/12","3","6","5","1","7"
"2011/12","3","6","5","2","9"
"2011/12","3","8","1","1","4"
"2011/12","3","8","1","2","1"
"2011/12","3","8","2","1","438"
"2011/12","3","8","2","2","495"
"2011/12","3","8","3","1","286"
"2011/12","3","8","3","2","413"
"2011/12","3","12","1","1","17"
"2011/12","3","12","1","2","34"
"2011/12","3","12","2","1","651"
"2011/12","3","12","2","2","2139"
"2011/12","3","12","3","1","36"
"2011/12","3","12","3","2","51"
"2011/12","3","12","5","1","57"
"2011/12","3","12","5","2","53"
"2011/12","3","14","2","1","382"
"2011/12","3","14","2","2","2229"
"2011/12","3","14","3","1","4"
"2011/12","3","14","3","2","31"
"2011/12","3","15","1","2","8"
"2011/12","3","15","2","1","7"
"2011/12","3","15","2","2","77"
"2011/12","4","1","2","1","223"
"2011/12","4","1","2","2","80"
"2011/12","4","1","3","1","31"
"2011/12","4","1","3","2","12"
"2011/12","4","2","2","1","984"
"2011/12","4","2","2","2","122"
"2011/12","4","2","3","1","56"
"2011/12","4","2","3","2","4"
"2011/12","4","2","5","1","190"
"2011/12","4","2","5","2","10"
"2011/12","4","3","2","1","281"
"2011/12","4","3","2","2","139"
"2011/12","4","3","3","1","38"
"2011/12","4","3","3","2","16"
"2011/12","4","3","5","1","74"
"2011/12","4","3","5","2","36"
"2011/12","4","5","2","1","1101"
"2011/12","4","5","2","2","599"
"2011/12","4","5","3","1","138"
"2011/12","4","5","3","2","83"
"2011/12","4","5","5","1","426"
"2011/12","4","5","5","2","196"
"2011/12","4","6","2","1","159"
"2011/12","4","6","2","2","217"
"2011/12","4","6","3","1","38"
"2011/12","4","6","3","2","44"
"2011/12","4","8","1","1","2"
"2011/12","4","8","2","1","126"
"2011/12","4","8","2","2","190"
"2011/12","4","8","3","1","254"
"2011/12","4","8","3","2","261"
"2011/12","4","12","1","1","4"
"2011/12","4","12","1","2","5"
"2011/12","4","12","2","1","309"
"2011/12","4","12","2","2","887"
"2011/12","4","12","3","1","24"
"2011/12","4","12","3","2","47"
"2011/12","4","12","5","1","61"
"2011/12","4","12","5","2","123"
"2011/12","4","13","2","1","93"
"2011/12","4","13","2","2","162"
"2011/12","4","13","3","1","18"
"2011/12","4","13","3","2","21"
"2011/12","4","13","5","1","21"
"2011/12","4","13","5","2","25"
"2011/12","4","15","1","1","209"
"2011/12","4","15","1","2","236"
"2011/12","4","15","2","1","256"
"2011/12","4","15","2","2","1019"
"2011/12","4","15","3","1","95"
"2011/12","4","15","3","2","306"
"2011/12","4","15","5","1","8"
"2011/12","4","15","5","2","54"
"2011/12","5","1","2","1","282"
"2011/12","5","1","2","2","120"
"2011/12","5","1","3","1","27"
"2011/12","5","1","3","2","10"
"2011/12","5","1","5","1","62"
"2011/12","5","1","5","2","5"
"2011/12","5","2","2","1","1094"
"2011/12","5","2","2","2","62"
"2011/12","5","2","3","1","22"
"2011/12","5","2","3","2","2"
"2011/12","5","2","5","1","22"
"2011/12","5","5","2","1","832"
"2011/12","5","5","2","2","693"
"2011/12","5","5","3","1","117"
"2011/12","5","5","3","2","106"
"2011/12","5","5","5","1","418"
"2011/12","5","5","5","2","146"
"2011/12","5","6","2","1","154"
"2011/12","5","6","2","2","280"
"2011/12","5","6","3","1","22"
"2011/12","5","6","3","2","31"
"2011/12","5","8","2","1","178"
"2011/12","5","8","2","2","182"
"2011/12","5","8","3","1","134"
"2011/12","5","8","3","2","196"
"2011/12","5","8","5","1","3"
"2011/12","5","8","5","2","10"
"2011/12","5","12","1","1","1"
"2011/12","5","12","2","1","170"
"2011/12","5","12","2","2","428"
"2011/12","5","12","3","1","6"
"2011/12","5","12","3","2","15"
"2011/12","5","12","5","1","64"
"2011/12","5","12","5","2","122"
"2011/12","6","1","2","1","242"
"2011/12","6","1","2","2","68"
"2011/12","6","2","2","1","639"
"2011/12","6","2","2","2","41"
"2011/12","6","2","3","1","46"
"2011/12","6","2","3","2","6"
"2011/12","6","2","5","1","42"
"2011/12","6","2","5","2","3"
"2011/12","6","5","2","1","601"
"2011/12","6","5","2","2","361"
"2011/12","6","5","3","1","74"
"2011/12","6","5","3","2","31"
"2011/12","6","5","5","1","147"
"2011/12","6","5","5","2","43"
"2011/12","6","6","2","1","71"
"2011/12","6","6","2","2","167"
"2011/12","6","6","3","1","2"
"2011/12","6","6","3","2","22"
"2011/12","6","6","5","1","8"
"2011/12","6","6","5","2","3"
"2011/12","6","8","2","1","33"
"2011/12","6","8","2","2","50"
"2011/12","6","8","3","1","106"
"2011/12","6","8","3","2","76"
"2011/12","6","8","5","1","22"
"2011/12","6","8","5","2","22"
"2011/12","6","12","2","1","52"
"2011/12","6","12","2","2","193"
"2011/12","6","12","5","1","5"
"2011/12","6","12","5","2","11"
"2011/12","6","14","2","1","97"
"2011/12","6","14","2","2","358"
"2011/12","6","14","5","1","13"
"2011/12","6","14","5","2","37"
"2011/12","6","15","1","1","13"
"2011/12","6","15","1","2","17"
"2011/12","6","15","2","1","22"
"2011/12","6","15","2","2","139"
"2011/12","6","15","3","1","55"
"2011/12","6","15","3","2","99"
"2011/12","7","1","2","1","347"
"2011/12","7","1","2","2","172"
"2011/12","7","1","3","1","15"
"2011/12","7","1","3","2","11"
"2011/12","7","1","5","1","44"
"2011/12","7","1","5","2","8"
"2011/12","7","2","1","1","2"
"2011/12","7","2","2","1","1319"
"2011/12","7","2","2","2","172"
"2011/12","7","2","3","1","84"
"2011/12","7","2","3","2","5"
"2011/12","7","2","5","1","208"
"2011/12","7","2","5","2","14"
"2011/12","7","5","2","1","709"
"2011/12","7","5","2","2","701"
"2011/12","7","5","3","1","92"
"2011/12","7","5","3","2","55"
"2011/12","7","5","5","1","341"
"2011/12","7","5","5","2","84"
"2011/12","7","12","1","2","3"
"2011/12","7","12","2","1","119"
"2011/12","7","12","2","2","414"
"2011/12","7","12","3","1","6"
"2011/12","7","12","3","2","15"
"2011/12","7","12","5","1","23"
"2011/12","7","12","5","2","38"
"2011/12","7","14","2","1","15"
"2011/12","7","14","2","2","154"
"2011/12","7","14","3","2","16"
"2011/12","7","14","5","1","3"
"2011/12","7","14","5","2","39"
"2011/12","10","1","2","1","349"
"2011/12","10","1","2","2","132"
"2011/12","10","1","3","1","55"
"2011/12","10","1","3","2","13"
"2011/12","10","2","2","1","1549"
"2011/12","10","2","2","2","102"
"2011/12","10","2","3","1","59"
"2011/12","10","2","3","2","4"
"2011/12","10","2","5","1","134"
"2011/12","10","2","5","2","9"
"2011/12","10","3","2","1","622"
"2011/12","10","3","2","2","479"
"2011/12","10","3","3","1","60"
"2011/12","10","3","3","2","43"
"2011/12","10","5","2","1","2888"
"2011/12","10","5","2","2","2255"
"2011/12","10","5","3","1","124"
"2011/12","10","5","3","2","87"
"2011/12","10","5","5","1","735"
"2011/12","10","5","5","2","319"
"2011/12","10","6","2","1","279"
"2011/12","10","6","2","2","295"
"2011/12","10","6","3","1","37"
"2011/12","10","6","3","2","32"
"2011/12","10","6","5","1","7"
"2011/12","10","6","5","2","24"
"2011/12","10","8","1","1","2"
"2011/12","10","8","2","1","219"
"2011/12","10","8","2","2","354"
"2011/12","10","8","3","1","344"
"2011/12","10","8","3","2","465"
"2011/12","10","8","5","1","19"
"2011/12","10","8","5","2","111"
"2011/12","10","11","2","1","64"
"2011/12","10","11","2","2","278"
"2011/12","10","11","3","1","5"
"2011/12","10","11","3","2","26"
"2011/12","10","11","5","1","29"
"2011/12","10","11","5","2","32"
"2011/12","10","12","2","1","154"
"2011/12","10","12","2","2","466"
"2011/12","10","12","3","1","9"
"2011/12","10","12","3","2","33"
"2011/12","10","12","5","1","9"
"2011/12","10","12","5","2","16"
"2011/12","10","13","2","1","42"
"2011/12","10","13","2","2","168"
"2011/12","10","13","3","1","21"
"2011/12","10","13","3","2","73"
"2011/12","10","13","5","1","138"
"2011/12","10","13","5","2","299"
"2011/12","10","14","2","1","120"
"2011/12","10","14","2","2","1098"
"2011/12","10","14","3","1","11"
"2011/12","10","14","3","2","56"
"2011/12","10","14","5","2","19"
"2011/12","10","15","1","1","75"
"2011/12","10","15","1","2","69"
"2011/12","10","15","2","1","286"
"2011/12","10","15","2","2","1298"
"2011/12","10","15","3","1","84"
"2011/12","10","15","3","2","186"
"2011/12","10","15","5","1","25"
"2011/12","10","15","5","2","23"
"2011/12","14","5","1","1","1"
"2011/12","14","5","2","1","331"
"2011/12","14","5","2","2","139"
"2011/12","14","5","5","1","876"
"2011/12","14","5","5","2","241"
"2011/12","14","8","2","1","7"
"2011/12","14","8","2","2","7"
"2011/12","14","14","2","1","6"
"2011/12","14","14","2","2","24"
"2011/12","14","14","3","1","1"
"2011/12","14","14","3","2","4"
"2011/12","14","14","5","1","7"
"2011/12","14","14","5","2","51"
"2011/12","15","5","2","1","101"
"2011/12","15","5","2","2","136"
"2011/12","15","5","5","1","11"
"2011/12","15","5","5","2","16"
"2011/12","17","15","1","1","762"
"2011/12","17","15","1","2","813"
"2011/12","17","15","2","1","1115"
"2011/12","17","15","2","2","5263"
"2011/12","17","15","3","1","595"
"2011/12","17","15","3","2","1887"
"2011/12","17","15","5","1","17"
"2011/12","17","15","5","2","44"
"2012/13","1","1","2","1","439"
"2012/13","1","1","2","2","94"
"2012/13","1","1","3","1","48"
"2012/13","1","1","3","2","25"
"2012/13","1","1","5","1","35"
"2012/13","1","1","5","2","27"
"2012/13","1","2","2","1","935"
"2012/13","1","2","2","2","75"
"2012/13","1","2","3","1","52"
"2012/13","1","2","3","2","7"
"2012/13","1","2","5","1","244"
"2012/13","1","2","5","2","14"
"2012/13","1","3","2","1","65"
"2012/13","1","3","2","2","70"
"2012/13","1","3","3","1","20"
"2012/13","1","3","3","2","26"
"2012/13","1","4","2","1","219"
"2012/13","1","4","2","2","143"
"2012/13","1","5","2","1","662"
"2012/13","1","5","2","2","387"
"2012/13","1","5","3","1","63"
"2012/13","1","5","3","2","23"
"2012/13","1","5","5","1","65"
"2012/13","1","5","5","2","19"
"2012/13","1","6","2","1","27"
"2012/13","1","6","2","2","121"
"2012/13","1","6","3","1","26"
"2012/13","1","6","3","2","67"
"2012/13","1","7","2","1","81"
"2012/13","1","7","2","2","30"
"2012/13","1","7","3","1","42"
"2012/13","1","7","3","2","10"
"2012/13","1","8","2","1","165"
"2012/13","1","8","2","2","208"
"2012/13","1","8","3","1","191"
"2012/13","1","8","3","2","229"
"2012/13","1","8","5","1","5"
"2012/13","1","8","5","2","4"
"2012/13","1","12","2","1","96"
"2012/13","1","12","2","2","398"
"2012/13","1","12","3","1","14"
"2012/13","1","12","3","2","40"
"2012/13","1","12","5","1","18"
"2012/13","1","12","5","2","60"
"2012/13","1","14","2","1","115"
"2012/13","1","14","2","2","992"
"2012/13","1","14","3","1","10"
"2012/13","1","14","3","2","64"
"2012/13","1","14","5","1","3"
"2012/13","1","14","5","2","3"
"2012/13","3","1","2","1","644"
"2012/13","3","1","2","2","269"
"2012/13","3","1","3","1","104"
"2012/13","3","1","3","2","30"
"2012/13","3","1","5","1","24"
"2012/13","3","1","5","2","6"
"2012/13","3","2","2","1","2021"
"2012/13","3","2","2","2","179"
"2012/13","3","2","3","1","169"
"2012/13","3","2","3","2","11"
"2012/13","3","2","5","1","61"
"2012/13","3","2","5","2","20"
"2012/13","3","3","2","1","259"
"2012/13","3","3","2","2","175"
"2012/13","3","3","3","1","14"
"2012/13","3","3","3","2","7"
"2012/13","3","4","2","1","46"
"2012/13","3","4","2","2","33"
"2012/13","3","5","2","1","2613"
"2012/13","3","5","2","2","2409"
"2012/13","3","5","3","1","96"
"2012/13","3","5","3","2","69"
"2012/13","3","5","5","1","190"
"2012/13","3","5","5","2","63"
"2012/13","3","6","2","1","277"
"2012/13","3","6","2","2","381"
"2012/13","3","6","3","1","54"
"2012/13","3","6","3","2","91"
"2012/13","3","6","5","1","4"
"2012/13","3","6","5","2","6"
"2012/13","3","8","2","1","435"
"2012/13","3","8","2","2","495"
"2012/13","3","8","3","1","316"
"2012/13","3","8","3","2","418"
"2012/13","3","12","1","1","2"
"2012/13","3","12","1","2","5"
"2012/13","3","12","2","1","652"
"2012/13","3","12","2","2","2193"
"2012/13","3","12","3","1","42"
"2012/13","3","12","3","2","55"
"2012/13","3","12","5","1","44"
"2012/13","3","12","5","2","42"
"2012/13","3","14","1","1","1"
"2012/13","3","14","2","1","484"
"2012/13","3","14","2","2","2489"
"2012/13","3","14","3","1","6"
"2012/13","3","14","3","2","27"
"2012/13","3","15","1","2","1"
"2012/13","3","15","2","1","8"
"2012/13","3","15","2","2","84"
"2012/13","4","1","2","1","236"
